filepath,happiness,surprise,sadness,anger,disgust,fear
archive/RAF-DB/train/train_05383_aligned_surprise.jpg,0.01,0.99,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08355_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02539_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02739_aligned_disgust.jpg,0.0,0.0,0.0,0.0,0.99,0.0
archive/RAF-DB/train/train_08878_aligned_surprise.jpg,0.01,0.99,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04831_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01516_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07732_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03892_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00226_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06002_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05952_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06651_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00879_aligned_surprise.jpg,0.01,0.99,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04202_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04609_aligned_disgust.jpg,0.0,0.0,0.0,0.0,0.99,0.0
archive/RAF-DB/train/train_05043_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03267_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06954_aligned_surprise.jpg,0.02,0.98,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04773_aligned_happiness.jpg,0.86,0.01,0.0,0.0,0.0,0.13
archive/RAF-DB/train/train_02557_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02304_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04120_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08568_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03434_aligned_happiness.jpg,0.99,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03183_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03708_aligned_happiness.jpg,0.99,0.0,0.0,0.01,0.0,0.0
archive/RAF-DB/train/train_04324_aligned_sadness.jpg,0.01,0.0,0.98,0.0,0.01,0.01
archive/RAF-DB/train/train_05378_aligned_sadness.jpg,0.0,0.0,0.99,0.0,0.0,0.0
archive/RAF-DB/train/train_02038_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08007_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00535_aligned_sadness.jpg,0.0,0.0,0.99,0.0,0.0,0.0
archive/RAF-DB/train/train_08916_aligned_happiness.jpg,0.92,0.0,0.07,0.0,0.0,0.0
archive/RAF-DB/train/train_01776_aligned_disgust.jpg,0.01,0.0,0.0,0.01,0.98,0.0
archive/RAF-DB/train/train_06689_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02929_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05542_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00865_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02056_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04375_aligned_sadness.jpg,0.0,0.0,0.99,0.0,0.0,0.0
archive/RAF-DB/train/train_08069_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01906_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05311_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03135_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06178_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_08978_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00290_aligned_happiness.jpg,0.98,0.01,0.0,0.0,0.0,0.01
archive/RAF-DB/train/train_03551_aligned_anger.jpg,0.0,0.0,0.0,0.99,0.01,0.0
archive/RAF-DB/train/train_00174_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01042_aligned_anger.jpg,0.0,0.0,0.0,0.99,0.0,0.01
archive/RAF-DB/train/train_02947_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00370_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05869_aligned_surprise.jpg,0.06,0.92,0.0,0.0,0.0,0.01
archive/RAF-DB/train/train_06515_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08861_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_00162_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06346_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06787_aligned_disgust.jpg,0.01,0.0,0.01,0.01,0.97,0.0
archive/RAF-DB/train/train_06354_aligned_surprise.jpg,0.0,1.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_09734_aligned_disgust.jpg,0.0,0.0,0.22,0.0,0.77,0.0
archive/RAF-DB/train/train_04264_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00873_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04861_aligned_surprise.jpg,0.01,0.96,0.0,0.0,0.0,0.03
archive/RAF-DB/train/train_01311_aligned_surprise.jpg,0.03,0.86,0.0,0.01,0.11,0.0
archive/RAF-DB/train/train_05554_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03660_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_03123_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01910_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04180_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02613_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08526_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00458_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_08900_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05330_aligned_sadness.jpg,0.07,0.0,0.9,0.0,0.0,0.02
archive/RAF-DB/train/train_02599_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05983_aligned_surprise.jpg,0.02,0.97,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05369_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00200_aligned_surprise.jpg,0.0,1.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01786_aligned_surprise.jpg,0.02,0.98,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00369_aligned_sadness.jpg,0.0,0.0,0.99,0.0,0.0,0.0
archive/RAF-DB/train/train_04459_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07254_aligned_sadness.jpg,0.0,0.0,0.92,0.0,0.07,0.0
archive/RAF-DB/train/train_06437_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_07866_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02541_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02446_aligned_surprise.jpg,0.0,1.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03271_aligned_happiness.jpg,0.92,0.0,0.0,0.0,0.08,0.0
archive/RAF-DB/train/train_03195_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03422_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_09643_aligned_disgust.jpg,0.0,0.0,0.01,0.01,0.98,0.0
archive/RAF-DB/train/train_02631_aligned_surprise.jpg,0.02,0.98,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05606_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05674_aligned_surprise.jpg,0.0,1.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02312_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03884_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06014_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00787_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01407_aligned_sadness.jpg,0.01,0.0,0.98,0.0,0.0,0.01
archive/RAF-DB/train/train_01500_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07724_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08400_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00095_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_05269_aligned_surprise.jpg,0.0,1.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08343_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02098_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00993_aligned_surprise.jpg,0.01,0.99,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07808_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08245_aligned_sadness.jpg,0.0,0.0,0.94,0.0,0.05,0.0
archive/RAF-DB/train/train_09612_aligned_disgust.jpg,0.0,0.0,0.0,0.0,1.0,0.0
archive/RAF-DB/train/train_04004_aligned_disgust.jpg,0.0,0.0,0.0,0.0,1.0,0.0
archive/RAF-DB/train/train_05668_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03557_aligned_surprise.jpg,0.01,0.99,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05586_aligned_sadness.jpg,0.0,0.0,0.99,0.0,0.0,0.01
archive/RAF-DB/train/train_04512_aligned_surprise.jpg,0.15,0.81,0.0,0.0,0.01,0.02
archive/RAF-DB/train/train_04849_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08584_aligned_sadness.jpg,0.0,0.0,0.99,0.0,0.0,0.0
archive/RAF-DB/train/train_02989_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_05156_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03372_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_08799_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04666_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02442_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07804_aligned_surprise.jpg,0.02,0.98,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02211_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04035_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_09055_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03096_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03521_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01477_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_01403_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04924_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00333_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06117_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03987_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00684_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04057_aligned_sadness.jpg,0.01,0.0,0.98,0.0,0.0,0.01
archive/RAF-DB/train/train_09217_aligned_fear.jpg,0.0,0.0,0.0,0.0,0.0,1.0
archive/RAF-DB/train/train_06162_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_09229_aligned_fear.jpg,0.0,0.0,0.0,0.0,0.0,1.0
archive/RAF-DB/train/train_04220_aligned_surprise.jpg,0.01,0.94,0.0,0.0,0.05,0.0
archive/RAF-DB/train/train_05348_aligned_surprise.jpg,0.01,0.99,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06846_aligned_sadness.jpg,0.03,0.01,0.92,0.0,0.02,0.02
archive/RAF-DB/train/train_07266_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_05829_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00617_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04577_aligned_anger.jpg,0.0,0.0,0.0,1.0,0.0,0.0
archive/RAF-DB/train/train_04992_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07326_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01102_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_07779_aligned_surprise.jpg,0.03,0.97,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06416_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00632_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_03931_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00385_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_06785_aligned_sadness.jpg,0.57,0.01,0.36,0.0,0.01,0.04
archive/RAF-DB/train/train_00061_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_01751_aligned_happiness.jpg,0.99,0.01,0.0,0.0,0.0,0.01
archive/RAF-DB/train/train_07575_aligned_happiness.jpg,1.0,0.0,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04939_aligned_surprise.jpg,0.02,0.97,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_00731_aligned_sadness.jpg,0.08,0.0,0.9,0.0,0.0,0.02
archive/RAF-DB/train/train_06466_aligned_surprise.jpg,0.03,0.96,0.0,0.0,0.0,0.0
archive/RAF-DB/train/train_04804_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_09310_aligned_fear.jpg,0.0,0.0,0.0,0.0,0.0,1.0
archive/RAF-DB/train/train_05457_aligned_happiness.jpg,0.99,0.0,0.0,0.0,0.01,0.0
archive/RAF-DB/train/train_05858_aligned_sadness.jpg,0.01,0.0,0.97,0.0,0.01,0.01
archive/RAF-DB/train/train_06044_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_09529_aligned_disgust.jpg,0.02,0.0,0.02,0.02,0.94,0.0
archive/RAF-DB/train/train_09122_aligned_sadness.jpg,0.0,0.0,1.0,0.0,0.0,0.0
archive/RAF-DB/train/train_02143_aligned_happiness.jpg,0.93,0.03,0.0,0.01,0.0,0.04
